Country Name,Date,Closure of Schools,Closure of workplaces,Cancellation of Public Events,Restrictions on Gathering,Closure of Public Transport,Quarantine Requirements,Restrictions on Internal Movement ,Restrictions on International Travel
Mongolia,20200825,1,1,1,0,0,0,0,1
Mongolia,20200901,1,1,1,0,0,0,0,1
Mongolia,20200916,1,0,1,0,0,0,0,1
Mongolia,20200918,1,0,1,0,0,0,0,1
Mongolia,20200930,1,0,1,0,0,0,0,1
Mongolia,20201002,1,0,1,0,0,0,0,1
Mongolia,20201011,1,0,1,0,0,0,0,1
Mongolia,20201013,1,1,1,0,0,0,0,1
Mongolia,20201019,1,1,1,0,0,0,0,1
Mongolia,20201020,1,1,1,0,0,0,0,1
Mongolia,20201022,1,1,1,0,0,0,0,1
Mongolia,20201023,1,1,1,0,0,0,0,1
Mongolia,20201026,1,1,1,0,0,0,0,1
Mongolia,20201112,1,1,1,1,0,1,0,1
Mongolia,20201115,1,1,1,1,0,1,0,1
Mongolia,20201118,1,1,1,1,0,1,0,1
Mongolia,20201124,1,1,1,1,0,1,0,1
Mongolia,20201130,1,1,1,1,0,1,0,1
Mongolia,20201201,1,1,1,1,0,1,0,1
Mongolia,20201204,1,1,1,1,0,1,0,1
Mongolia,20201212,0,0,0,0,0,0,0,1
Mongolia,20201213,0,0,0,0,0,0,0,1
Mongolia,20201218,0,0,0,0,0,0,0,1
Mongolia,20201221,0,0,0,0,0,0,0,1
Mongolia,20201223,0,0,0,0,0,0,0,1
Mongolia,20210106,0,0,0,0,0,0,0,1
Mongolia,20210111,0,0,0,0,0,0,0,1
Mongolia,20210119,1,0,0,0,0,0,0,1
Mongolia,20210126,1,0,0,0,0,0,0,1
Mongolia,20210202,1,0,0,0,0,0,0,1
Mongolia,20210203,1,0,0,0,0,0,0,1
Mongolia,20210211,1,0,0,0,0,0,0,1
Mongolia,20210222,1,0,0,0,0,0,0,1
Mongolia,20210223,1,0,0,0,0,0,0,1
Mongolia,20210301,0,0,0,0,0,0,0,1
Mongolia,20210302,0,0,0,0,0,0,0,1
Mongolia,20210304,0,0,0,0,0,0,0,1
Mongolia,20210315,0,0,0,0,0,0,0,1
Mongolia,20210323,0,0,0,0,0,0,0,1
Mongolia,20210329,0,0,0,0,0,0,0,1
Mongolia,20210401,0,0,0,0,0,0,0,1
Mongolia,20210402,0,0,0,0,0,0,0,1
Mongolia,20210405,0,0,0,0,0,0,0,1
Mongolia,20210410,1,1,1,1,0,1,1,1
Mongolia,20210413,1,1,1,1,0,1,1,1
Mongolia,20210423,1,1,1,1,0,1,1,1
Mongolia,20210427,1,1,1,1,0,1,1,1
Mongolia,20210501,1,1,1,1,0,1,1,1
Mongolia,20210504,1,1,1,1,0,1,1,1
Mongolia,20210508,1,0,1,1,0,0,0,1
Mongolia,20210511,1,0,1,1,0,0,0,1
Mongolia,20210518,1,0,1,1,0,0,0,1
Morocco,20200101,0,0,0,0,0,0,0,0
Morocco,20200119,0,0,0,0,0,0,1,0
Morocco,20200302,0,0,0,0,0,0,0,0
Morocco,20200304,0,0,0,0,0,0,0,0
Morocco,20200313,0,0,0,0,0,0,0,1
Morocco,20200314,0,0,1,1,0,0,0,1
Morocco,20200315,0,0,1,1,0,0,0,1
Morocco,20200316,1,0,1,1,0,0,0,1
Morocco,20200318,1,0,1,1,0,0,0,1
Morocco,20200320,1,1,1,1,0,1,1,1
Morocco,20200323,1,1,1,1,0,1,1,1
Morocco,20200325,1,1,1,1,0,1,1,1
Morocco,20200327,1,1,1,1,0,1,1,1
Morocco,20200328,1,1,1,1,0,1,1,1
Morocco,20200331,1,1,1,1,0,1,1,1
Morocco,20200403,1,1,1,1,0,1,1,1
Morocco,20200407,1,1,1,1,0,1,1,1
Morocco,20200413,1,1,1,1,0,1,1,1
Morocco,20200415,1,1,1,1,0,1,1,1
Morocco,20200418,1,1,1,1,0,1,1,1
Morocco,20200423,1,1,1,1,0,1,1,1
Morocco,20200427,1,1,1,1,0,1,1,1
Morocco,20200501,1,1,1,1,0,1,1,1
Morocco,20200521,1,1,1,1,0,1,1,1
Morocco,20200601,1,1,1,1,0,1,1,1
Morocco,20200602,1,1,1,1,0,1,1,1
Morocco,20200611,1,1,1,1,0,0,1,1
Morocco,20200613,1,1,1,1,0,0,1,1
Morocco,20200614,1,1,1,1,0,0,1,1
Morocco,20200617,1,1,1,1,0,0,1,1
Morocco,20200621,1,1,1,1,0,0,0,1
Morocco,20200624,1,1,1,1,0,0,0,1
Morocco,20200629,1,1,1,1,0,0,0,1
Morocco,20200705,1,1,1,1,0,0,0,1
Morocco,20200713,1,1,1,1,0,0,0,1
Morocco,20200715,1,1,1,1,0,0,0,1
Morocco,20200727,1,1,1,1,0,0,0,1
Morocco,20200729,1,1,1,1,0,0,0,1
Morocco,20200801,1,1,1,1,0,0,0,1
Morocco,20200805,1,1,1,1,0,0,0,1
Morocco,20200808,1,1,1,1,0,0,0,1
Morocco,20200828,1,1,1,1,0,0,0,1
Morocco,20200901,1,1,1,1,0,0,0,1
Morocco,20200905,1,1,1,1,0,0,0,1
Morocco,20200907,0,1,1,1,0,0,0,1
Morocco,20200914,0,1,1,1,0,0,0,1
Morocco,20200921,1,1,1,1,0,0,0,1
Morocco,20201006,1,1,1,1,0,0,0,1
Morocco,20201010,1,1,1,1,0,0,0,1
Morocco,20201023,1,1,1,1,0,0,0,1
Morocco,20201030,1,1,1,1,0,0,0,1
Morocco,20201031,1,1,1,1,0,0,0,1
Morocco,20201103,1,1,1,1,0,0,0,1
Morocco,20201104,1,1,1,1,0,0,0,1
Morocco,20201106,1,1,1,1,0,0,0,1
Morocco,20201107,1,1,1,1,0,0,0,1
Morocco,20201109,1,1,1,1,0,0,0,1
Morocco,20201110,1,0,1,1,0,0,0,1
Morocco,20201122,1,0,1,1,0,0,0,1
Morocco,20201130,1,0,1,1,0,0,0,1
Morocco,20201203,1,0,1,1,0,0,0,1
Morocco,20201208,1,0,1,1,0,0,0,1
Morocco,20201222,1,0,1,1,0,0,0,1
Morocco,20201223,1,1,1,1,0,1,0,1
Morocco,20210103,1,1,1,1,0,1,0,1
Morocco,20210118,1,1,1,1,0,1,0,1
Morocco,20210119,1,1,1,1,0,1,1,1
Morocco,20210128,1,1,1,1,0,1,1,1
Morocco,20210210,1,1,1,1,0,1,1,1
Morocco,20210212,1,1,1,1,0,1,1,1
Morocco,20210216,1,1,1,1,0,1,1,1
Morocco,20210302,1,1,1,1,0,1,1,1
Morocco,20210315,1,1,1,1,0,1,1,1
Morocco,20210330,1,1,1,1,0,1,1,1
Morocco,20210401,1,1,1,1,0,1,1,1
Morocco,20210412,1,1,1,1,0,1,1,1
Morocco,20210420,1,1,1,1,0,1,1,1
Morocco,20210424,1,1,1,1,0,1,1,1
Morocco,20210426,1,1,1,1,0,1,1,1
Morocco,20210427,1,1,1,1,0,1,1,1
Morocco,20210509,1,1,1,1,0,1,1,1
Morocco,20210512,1,1,1,1,0,1,1,1
Mozambique,20200211,0,0,0,0,0,0,0,1
Mozambique,20200316,0,0,0,0,0,0,0,1
Mozambique,20200319,0,0,1,0,0,0,0,1
Mozambique,20200320,0,0,1,0,0,0,0,1
Mozambique,20200322,0,0,1,0,0,0,0,1
Mozambique,20200323,1,0,1,1,0,0,0,1
Mozambique,20200324,1,0,1,1,0,0,0,1
Mozambique,20200328,1,0,1,1,0,0,0,1
Mozambique,20200330,1,0,1,1,0,0,0,1
Mozambique,20200331,1,0,1,1,0,0,0,1
Mozambique,20200401,1,0,1,1,0,1,0,1
Mozambique,20200404,1,0,1,1,0,1,0,1
Mozambique,20200412,1,0,1,1,0,1,0,1
Mozambique,20200413,1,0,1,1,0,1,0,1
Mozambique,20200414,1,0,1,1,0,1,0,1
Mozambique,20200426,1,0,1,1,0,1,0,1
Mozambique,20200427,1,0,1,1,0,1,0,1
Mozambique,20200501,1,0,1,1,0,1,0,1
Mozambique,20200505,1,0,1,1,0,1,0,1
Mozambique,20200515,1,0,1,1,0,1,0,1
Mozambique,20200528,1,1,1,1,0,1,1,1
Mozambique,20200529,1,1,1,1,0,1,1,1
Mozambique,20200605,1,1,1,1,0,1,1,1
Mozambique,20200617,1,1,1,1,0,1,1,1
Mozambique,20200629,1,1,1,1,0,1,1,1
Mozambique,20200630,1,1,1,1,0,1,1,1
Mozambique,20200713,1,1,1,1,0,1,1,1
Mozambique,20200714,1,1,1,1,0,1,1,1
Mozambique,20200724,1,1,1,1,0,1,1,1
Mozambique,20200727,1,1,1,1,0,1,1,1
Mozambique,20200729,1,1,1,0,0,1,1,1
Mozambique,20200730,1,1,1,0,0,1,1,1
Mozambique,20200803,1,1,1,0,0,1,1,1
Mozambique,20200807,1,1,1,1,0,1,1,1
Mozambique,20200808,1,1,1,1,0,1,1,1
Mozambique,20200813,1,1,1,1,0,1,1,1
Mozambique,20200818,1,1,1,1,0,1,1,1
Mozambique,20200821,1,1,1,1,0,1,1,1
Mozambique,20200831,1,1,1,1,0,1,1,1
Mozambique,20200901,1,1,1,1,0,1,1,1
Mozambique,20200904,1,1,1,1,0,1,1,1
Mozambique,20200907,1,1,1,1,0,1,1,1
Mozambique,20200916,1,1,1,1,0,1,1,1
Mozambique,20201001,1,1,1,1,0,1,1,1
Mozambique,20201014,1,1,1,1,0,1,1,1
Mozambique,20201020,1,1,1,1,0,1,1,1
Mozambique,20201022,1,1,1,1,0,0,0,1
Mozambique,20201029,1,1,1,1,0,0,0,1
Mozambique,20201030,1,1,1,1,0,0,0,1
Mozambique,20201101,1,1,1,1,0,0,0,1
Mozambique,20201105,1,1,1,0,0,0,0,1
Mozambique,20201114,1,1,1,1,0,0,0,1
Mozambique,20201117,1,1,1,1,0,0,0,1
Mozambique,20201125,1,1,1,1,0,0,0,1
Mozambique,20201208,1,1,1,1,0,0,0,1
Mozambique,20201212,1,1,1,1,0,0,0,1
Mozambique,20201219,1,1,1,1,0,0,0,1
Mozambique,20201222,1,1,1,1,0,0,0,1
Mozambique,20210101,1,1,1,1,0,0,0,1
Mozambique,20210115,1,1,1,1,0,0,0,1
Mozambique,20210211,1,1,1,1,0,0,0,1
Mozambique,20210216,1,1,1,1,0,0,0,1
Mozambique,20210222,1,1,1,1,0,0,0,1
Mozambique,20210307,1,1,1,1,0,0,0,1
Mozambique,20210315,1,1,1,1,0,0,0,1
Mozambique,20210322,1,1,1,1,0,0,0,1
Mozambique,20210330,1,1,1,1,0,0,0,1
Mozambique,20210401,1,1,1,1,0,0,0,1
Mozambique,20210406,1,1,1,1,0,0,0,1
Mozambique,20210413,1,1,1,1,0,0,0,1
Mozambique,20210419,1,1,1,1,0,1,0,1
Mozambique,20210427,1,1,1,1,0,0,0,1
Mozambique,20210505,1,1,1,1,0,0,0,1
Mozambique,20210512,1,1,1,1,0,0,0,1
Mozambique,20210517,0,1,1,1,0,0,0,1
Myanmar,20200101,0,0,0,0,0,0,0,0
Myanmar,20200201,0,0,0,0,0,0,0,1
Myanmar,20200211,0,0,0,0,0,0,0,1
Myanmar,20200309,0,0,0,0,0,0,0,1
Myanmar,20200313,0,0,1,1,0,0,0,1
Myanmar,20200315,0,0,1,1,0,0,0,1
Myanmar,20200316,0,0,1,1,0,0,0,1
Myanmar,20200318,0,0,1,1,0,0,0,1
Myanmar,20200320,1,0,1,1,0,0,0,1
Myanmar,20200321,1,0,1,1,0,0,0,1
Myanmar,20200324,1,0,1,1,0,0,0,1
Myanmar,20200326,1,1,1,1,0,0,0,1
Myanmar,20200330,1,1,1,1,0,0,0,1
Myanmar,20200401,1,1,1,1,0,0,0,1
Myanmar,20200404,1,1,1,1,0,1,0,1
Myanmar,20200407,1,1,1,1,0,1,0,1
Myanmar,20200410,1,0,1,1,0,1,0,1
Myanmar,20200412,1,1,1,1,0,1,0,1
Myanmar,20200414,1,1,1,1,0,0,0,1
Myanmar,20200417,1,1,1,1,0,0,0,1
Myanmar,20200418,1,1,1,1,0,0,0,1
Myanmar,20200420,1,1,1,1,0,0,0,1
Myanmar,20200426,1,1,1,1,0,0,0,1
Myanmar,20200427,1,1,1,1,0,0,0,1
Myanmar,20200428,1,1,1,1,0,0,0,1
Myanmar,20200503,1,0,1,1,0,0,0,1
Myanmar,20200506,1,0,1,1,0,0,0,1
Myanmar,20200513,1,0,1,1,0,0,0,1
Myanmar,20200514,1,0,1,1,0,0,0,1
Myanmar,20200516,1,0,1,1,0,0,0,1
Myanmar,20200518,1,0,1,1,0,0,0,1
Myanmar,20200527,1,0,1,1,0,0,0,1
Myanmar,20200529,1,0,1,1,0,0,0,1
Myanmar,20200601,1,0,1,1,0,0,0,1
Myanmar,20200619,1,0,1,1,0,0,0,1
Myanmar,20200627,1,0,1,1,0,0,0,1
Myanmar,20200703,1,0,1,1,0,0,0,1
Myanmar,20200713,1,0,1,1,0,0,0,1
Myanmar,20200714,1,0,1,1,0,0,0,1
Myanmar,20200715,1,0,1,1,0,0,0,1
Myanmar,20200720,1,0,1,1,0,0,0,1
Myanmar,20200721,1,0,1,1,0,0,0,1
Myanmar,20200728,1,0,1,1,0,0,0,1
Myanmar,20200730,1,0,1,1,0,0,0,1
Myanmar,20200801,1,0,1,1,0,0,0,1
Myanmar,20200813,1,0,1,1,0,0,0,1
Myanmar,20200818,1,1,1,1,0,1,1,1
Myanmar,20200826,1,1,1,1,0,1,1,1
Myanmar,20200828,1,1,1,1,0,1,1,1
Myanmar,20200910,1,1,1,1,0,1,1,1
Myanmar,20200926,1,0,0,0,0,0,0,1
Myanmar,20201005,1,0,0,0,0,0,0,1
Myanmar,20201006,1,0,0,0,0,0,1,1
Myanmar,20201020,1,0,0,0,0,0,1,1
Myanmar,20201025,1,0,0,0,0,0,1,1
Myanmar,20201030,1,0,0,1,0,0,0,1
Myanmar,20201104,1,0,0,1,0,0,0,1
Myanmar,20201110,1,0,0,1,0,0,0,1
Myanmar,20201123,1,0,0,1,0,0,0,1
Myanmar,20201201,1,0,0,1,0,0,0,1
Myanmar,20201208,1,0,0,1,0,0,0,1
Myanmar,20201221,1,0,0,1,0,0,0,1
Myanmar,20210113,1,0,0,1,0,0,0,1
Myanmar,20210119,1,0,0,1,0,0,0,1
Myanmar,20210202,1,0,0,1,0,0,0,1
Myanmar,20210208,1,0,0,1,0,0,0,1
Myanmar,20210215,1,0,0,1,0,0,0,1
Myanmar,20210223,1,0,0,0,0,1,0,1
Myanmar,20210309,1,0,1,1,0,1,0,1
Myanmar,20210323,1,0,1,1,0,0,0,1
Myanmar,20210413,1,0,1,1,0,0,0,1
Myanmar,20210426,1,0,1,1,0,0,0,1
Myanmar,20210518,1,0,1,1,0,0,0,1
Namibia,20200101,0,0,0,0,0,0,0,0
Namibia,20200301,0,0,0,0,0,0,0,1
Namibia,20200314,0,0,0,0,0,0,0,1
Namibia,20200317,1,0,1,1,0,0,0,1
Namibia,20200324,1,0,1,1,0,0,0,1
Namibia,20200326,1,0,1,1,0,0,0,1
Namibia,20200327,1,0,1,1,0,0,0,1
Namibia,20200401,1,0,1,1,0,0,0,1
Namibia,20200402,1,0,1,1,0,0,0,1
Namibia,20200413,1,0,1,1,0,0,0,1
Namibia,20200417,1,1,1,1,0,0,1,1
Namibia,20200418,1,1,1,1,0,0,1,1
Namibia,20200423,1,1,1,1,0,0,1,1
Namibia,20200505,1,1,1,1,0,0,0,1
Namibia,20200507,1,1,1,1,0,1,0,1
Namibia,20200601,1,1,1,1,0,1,0,1
Namibia,20200602,1,1,1,1,0,1,0,1
Namibia,20200603,1,1,1,1,0,1,0,1
Namibia,20200608,1,1,1,1,0,1,0,1
Namibia,20200612,1,1,1,1,0,1,0,1
Namibia,20200615,1,1,1,1,0,1,0,1
Namibia,20200617,1,1,1,1,0,1,0,1
Namibia,20200623,1,1,1,1,0,1,0,1
Namibia,20200629,1,1,1,1,0,1,0,1
Namibia,20200714,1,1,1,1,0,1,0,1
Namibia,20200715,1,0,1,0,0,1,0,1
Namibia,20200726,1,0,1,1,0,1,0,1
Namibia,20200803,1,0,1,0,0,1,0,1
Namibia,20200804,1,0,1,0,0,1,0,1
Namibia,20200812,1,1,1,1,0,1,0,1
Namibia,20200813,1,1,1,1,0,1,0,1
Namibia,20200825,1,1,1,1,0,1,0,1
Namibia,20200829,1,1,1,1,0,1,0,1
Namibia,20200904,1,1,1,1,0,1,0,1
Namibia,20200907,1,1,1,1,0,1,0,1
Namibia,20200911,1,1,1,1,0,1,0,1
Namibia,20200922,1,1,1,1,0,1,0,1
Namibia,20200923,1,1,1,1,0,1,0,1
Namibia,20200926,1,1,1,1,0,1,0,1
Namibia,20201006,1,1,1,1,0,0,0,1
Namibia,20201019,1,1,1,1,0,0,0,1
Namibia,20201022,1,1,1,1,0,1,1,1
Namibia,20201023,1,1,1,1,0,1,1,1
Namibia,20201029,1,1,1,1,0,0,1,1
Namibia,20201116,1,1,1,1,0,0,1,1
Namibia,20201123,1,1,1,1,0,0,1,1
Namibia,20201201,1,1,1,1,0,0,1,1
Namibia,20201208,0,1,1,1,0,0,0,1
Namibia,20201215,0,1,1,1,0,0,0,1
Namibia,20201217,0,1,1,1,0,0,0,1
Namibia,20201223,0,1,1,1,0,0,0,1
Namibia,20201224,0,1,1,1,0,1,0,1
Namibia,20210105,0,1,1,1,0,1,0,1
Namibia,20210113,0,1,1,1,0,1,0,1
Namibia,20210114,0,1,1,1,0,1,0,1
Namibia,20210119,1,1,1,1,0,1,0,1
Namibia,20210125,1,1,1,1,0,1,0,1
Namibia,20210126,1,1,1,1,0,1,0,1
Namibia,20210202,1,1,1,1,0,1,0,1
Namibia,20210204,1,1,1,1,0,1,0,1
Namibia,20210209,1,1,1,1,0,1,1,1
Namibia,20210216,1,1,1,1,0,1,1,1
Namibia,20210221,1,1,1,1,0,1,1,1
Namibia,20210222,1,1,1,1,0,1,1,1
Namibia,20210302,1,1,1,1,0,1,0,1
Namibia,20210309,1,1,1,1,0,1,0,1
Namibia,20210316,1,1,1,1,0,1,0,1
Namibia,20210323,1,1,1,1,0,1,0,1
Namibia,20210331,1,1,1,1,0,1,0,1
Namibia,20210406,1,1,1,1,0,1,0,1
Namibia,20210413,1,1,1,0,0,1,0,1
Namibia,20210424,1,1,1,0,0,1,0,1
Namibia,20210518,0,0,1,1,0,1,1,1
Nepal,20200113,0,0,0,0,0,0,0,0
Nepal,20200116,0,0,0,0,0,0,0,0
Nepal,20200121,0,0,0,0,0,0,0,0
Nepal,20200124,0,0,0,0,0,0,0,0
Nepal,20200125,0,0,0,0,0,0,0,1
Nepal,20200127,0,0,0,0,0,0,0,1
Nepal,20200128,0,0,0,0,0,0,0,1
Nepal,20200129,0,0,0,0,0,0,0,1
Nepal,20200130,0,0,0,0,0,0,0,1
Nepal,20200204,0,0,0,0,0,0,0,1
Nepal,20200212,0,0,0,0,0,0,0,1
Nepal,20200224,0,0,0,0,0,0,0,1
Nepal,20200301,0,0,1,0,0,0,0,1
Nepal,20200303,0,0,1,0,0,0,0,1
Nepal,20200306,0,0,1,0,0,0,0,1
Nepal,20200314,0,0,1,0,0,0,0,1
Nepal,20200318,0,0,1,1,0,0,0,1
Nepal,20200319,1,0,1,1,0,0,0,1
Nepal,20200320,1,1,1,1,0,1,0,1
Nepal,20200321,1,1,1,1,0,1,0,1
Nepal,20200322,1,1,1,1,0,1,1,1
Nepal,20200323,1,1,1,1,0,0,1,1
Nepal,20200324,1,1,1,1,0,1,1,1
Nepal,20200325,1,1,1,1,0,1,1,1
Nepal,20200330,1,1,1,1,0,1,1,1
Nepal,20200425,1,1,1,1,0,1,1,1
Nepal,20200426,1,1,1,1,0,1,1,1
Nepal,20200429,1,1,1,1,0,1,1,1
Nepal,20200506,1,1,1,1,0,1,1,1
Nepal,20200507,1,1,1,1,0,1,1,1
Nepal,20200515,1,1,1,1,0,1,1,1
Nepal,20200528,1,1,1,1,0,1,1,1
Nepal,20200612,1,1,1,1,0,1,1,1
Nepal,20200619,1,1,1,1,0,1,1,1
Nepal,20200630,1,1,1,1,0,1,1,1
Nepal,20200709,1,1,1,1,0,1,1,1
Nepal,20200717,1,1,1,1,0,1,1,1
Nepal,20200721,1,1,1,1,0,1,1,1
Nepal,20200722,1,1,1,1,0,0,1,1
Nepal,20200724,1,0,1,1,0,0,1,1
Nepal,20200725,1,0,1,1,0,0,1,1
Nepal,20200727,1,0,1,1,0,0,1,1
Nepal,20200729,1,0,1,1,0,0,1,1
Nepal,20200806,1,0,1,1,0,0,1,1
Nepal,20200807,1,0,1,1,0,0,1,1
Nepal,20200809,1,0,1,1,0,0,1,1
Nepal,20200811,1,1,1,1,0,0,1,1
Nepal,20200819,1,1,0,1,0,0,1,1
Nepal,20200821,1,1,0,1,0,0,1,1
Nepal,20200831,1,1,0,1,0,0,1,1
Nepal,20200902,1,1,0,1,0,0,1,1
Nepal,20200903,1,1,0,1,0,0,1,1
Nepal,20200904,1,1,0,1,0,0,1,1
Nepal,20200906,1,1,0,1,0,0,1,1
Nepal,20200914,1,1,0,1,0,0,1,1
Nepal,20200916,1,1,0,1,0,0,1,1
Nepal,20200917,1,1,0,1,0,0,1,1
Nepal,20201009,0,1,0,1,0,1,1,1
Nepal,20201023,0,1,0,1,0,1,1,1
Nepal,20201105,0,1,0,1,0,1,1,1
Nepal,20201110,0,1,0,1,0,1,1,1
Nepal,20201111,0,1,0,1,0,1,1,1
Nepal,20201122,0,1,0,1,0,1,1,1
Nepal,20201124,0,1,0,1,0,1,1,1
Nepal,20201201,0,1,0,1,0,1,1,1
Nepal,20201221,0,1,0,1,0,1,1,1
Nepal,20201231,0,1,0,1,0,1,1,1
Nepal,20210101,0,1,0,1,0,1,1,1
Nepal,20210103,0,1,0,1,0,1,1,1
Nepal,20210120,0,1,0,1,0,1,1,1
Nepal,20210127,0,1,0,1,0,1,1,1
Nepal,20210201,0,1,0,1,0,1,1,1
Nepal,20210211,1,1,1,1,0,1,1,1
Nepal,20210302,1,1,1,0,0,0,0,1
Nepal,20210331,1,1,1,0,0,0,0,1
Nepal,20210406,1,1,1,0,0,0,0,1
Nepal,20210413,1,0,1,0,0,0,0,1
Nepal,20210414,1,0,1,0,0,0,0,1
Nepal,20210419,1,0,1,0,0,0,0,1
Nepal,20210420,1,0,1,0,0,0,0,1
Nepal,20210421,1,0,1,0,0,0,0,1
Nepal,20210426,1,0,1,0,0,0,0,1
Nepal,20210427,1,0,1,0,0,0,0,1
Nepal,20210429,1,1,1,1,0,1,1,1
Nepal,20210504,1,1,1,1,0,1,1,1
Nepal,20210512,1,1,1,1,0,1,1,1
Netherlands,20200101,0,0,0,0,0,0,0,0
Netherlands,20200127,0,0,0,0,0,0,0,0
Netherlands,20200227,0,0,0,0,0,0,0,0
Netherlands,20200228,0,0,0,0,0,0,0,0
Netherlands,20200306,0,0,0,0,0,0,0,0
Netherlands,20200309,0,0,0,0,0,0,0,0
Netherlands,20200310,0,0,0,0,0,0,0,0
Netherlands,20200312,1,1,1,1,0,1,0,0
Netherlands,20200313,1,1,1,1,0,1,0,1
Netherlands,20200315,1,1,1,1,0,1,0,1
Netherlands,20200316,1,1,1,1,0,1,0,1
Netherlands,20200317,1,1,1,1,0,1,0,1
Netherlands,20200319,1,1,1,1,0,1,0,1
Netherlands,20200320,1,1,1,1,0,1,0,1
Netherlands,20200323,1,1,1,1,0,1,1,1
Netherlands,20200326,1,1,1,1,0,1,1,1
Netherlands,20200331,1,1,1,1,0,1,1,1
Netherlands,20200403,1,1,1,1,0,1,1,1
Netherlands,20200404,1,1,1,1,0,1,1,1
Netherlands,20200405,1,1,1,1,0,1,1,1
Netherlands,20200407,1,1,1,1,0,1,1,1
Netherlands,20200414,1,1,1,1,0,1,1,1
Netherlands,20200416,1,1,1,1,0,1,1,1
Netherlands,20200418,1,1,1,1,0,1,1,1
Netherlands,20200421,1,1,1,1,0,1,1,1
Netherlands,20200424,1,1,1,1,0,1,1,1
Netherlands,20200429,1,1,1,1,0,1,1,1
Netherlands,20200501,1,1,1,1,0,1,1,1
Netherlands,20200504,1,1,1,1,0,1,1,1
Netherlands,20200505,1,1,1,1,0,1,1,1
Netherlands,20200508,1,1,1,1,0,1,1,1
Netherlands,20200511,1,1,1,1,0,1,1,1
Netherlands,20200520,1,1,1,1,0,1,1,1
Netherlands,20200525,1,1,1,1,0,1,1,1
Netherlands,20200528,1,1,1,1,0,1,1,1
Netherlands,20200601,1,1,1,1,0,1,1,1
Netherlands,20200603,1,1,1,1,0,1,1,1
Netherlands,20200608,1,1,1,1,0,1,1,1
Netherlands,20200615,1,1,1,1,0,1,1,1
Netherlands,20200617,1,1,1,1,0,1,1,1
Netherlands,20200619,1,1,1,1,0,1,1,1
Netherlands,20200625,1,1,1,1,0,1,1,1
Netherlands,20200626,1,1,1,1,0,1,1,1
Netherlands,20200701,1,1,1,1,0,1,0,1
Netherlands,20200703,1,1,1,1,0,1,0,1
Netherlands,20200707,1,1,1,1,0,1,0,1
Netherlands,20200710,1,1,1,1,0,1,0,1
Netherlands,20200716,1,1,1,1,0,1,0,1
Netherlands,20200803,1,1,1,1,0,1,0,1
Netherlands,20200805,1,1,1,1,0,1,0,1
Netherlands,20200806,1,1,1,1,0,1,0,1
Netherlands,20200813,1,1,1,1,0,1,0,1
Netherlands,20200817,1,1,1,1,0,1,0,1
Netherlands,20200818,1,1,1,1,0,1,0,1
Netherlands,20200828,1,1,1,1,0,1,0,1
Netherlands,20200831,1,1,1,1,0,1,0,1
Netherlands,20200901,1,1,1,1,0,1,0,1
Netherlands,20200910,1,1,1,1,0,1,0,1
Netherlands,20200914,1,1,1,1,0,1,0,1
Netherlands,20200920,1,1,0,1,0,1,0,1
Netherlands,20200921,1,1,0,1,0,1,0,1
Netherlands,20200924,1,1,0,1,0,1,0,1
Netherlands,20200927,1,1,0,1,0,1,0,1
Netherlands,20200928,1,1,0,1,0,1,0,1
Netherlands,20200929,1,1,1,1,0,1,1,1
Netherlands,20201001,1,1,1,1,0,1,1,1
Netherlands,20201002,1,1,1,1,0,1,1,1
Netherlands,20201009,1,1,1,1,0,1,1,1
Netherlands,20201014,1,1,1,1,0,1,1,1
Netherlands,20201023,1,1,1,1,0,1,1,1
Netherlands,20201027,1,1,1,1,0,1,1,1
Netherlands,20201104,1,1,1,1,0,1,1,1
Netherlands,20201117,1,1,1,1,0,1,1,1
Netherlands,20201119,1,1,1,1,0,1,1,1
Netherlands,20201122,1,1,1,1,0,1,0,1
Netherlands,20201201,1,1,1,1,0,1,0,1
Netherlands,20201215,1,1,1,1,0,1,1,1
Netherlands,20201216,1,1,1,1,0,1,1,1
Netherlands,20201224,1,1,1,1,0,1,1,1
Netherlands,20201229,1,1,1,1,0,1,1,1
Netherlands,20210106,1,1,1,1,0,1,1,1
Netherlands,20210107,1,1,1,1,0,1,1,1
Netherlands,20210113,1,1,1,1,0,1,1,1
Netherlands,20210116,1,1,1,1,0,1,1,1
Netherlands,20210123,1,1,1,1,0,1,1,1
Netherlands,20210126,1,1,1,1,0,1,1,1
Netherlands,20210130,1,1,1,1,0,1,1,1
Netherlands,20210131,1,1,1,1,0,1,1,1
Netherlands,20210202,1,1,1,1,0,1,1,1
Netherlands,20210207,1,1,1,1,0,1,1,1
Netherlands,20210208,1,1,1,1,0,1,1,1
Netherlands,20210212,1,1,1,1,0,1,1,1
Netherlands,20210215,1,1,1,1,0,1,1,1
Netherlands,20210216,1,1,1,1,0,1,1,1
Netherlands,20210219,1,1,1,1,0,1,1,1
Netherlands,20210227,1,1,1,1,0,1,1,1
Netherlands,20210301,1,1,1,1,0,1,1,1
Netherlands,20210303,1,1,1,1,0,1,1,1
Netherlands,20210306,1,1,1,1,0,1,1,1
Netherlands,20210313,1,1,1,1,0,1,1,1
Netherlands,20210319,1,1,1,1,0,1,1,1
Netherlands,20210329,1,1,1,1,0,1,1,1
Netherlands,20210403,1,1,1,1,0,1,1,1
